,repo_id,time,first_treat,treat,ttc_d,count,id,post,y0_1,y0_2,y0_3,y0_4,age,size,watchers,forks,has_wiki
2788,18280236,8,7,0,55.452267321200516,29,312,1,32.05870687279541,43.100012386289805,43.24137268518518,36.24798752258356,687.8736574074074,8675,26165,3760,False
2789,18280236,9,7,0,143.32375694444445,25,312,1,32.05870687279541,43.100012386289805,43.24137268518518,36.24798752258356,687.8736574074074,8675,26165,3760,False
2790,18348651,1,5,1,96.08009007648954,161,313,0,96.08009007648954,101.53562813952617,75.39695038511964,98.45805841704251,686.0191550925925,219003,12724,1466,True
2791,18348651,2,5,1,101.53562813952617,247,313,0,96.08009007648954,101.53562813952617,75.39695038511964,98.45805841704251,686.0191550925925,219003,12724,1466,True
2792,18348651,3,5,1,75.39695038511964,226,313,0,96.08009007648954,101.53562813952617,75.39695038511964,98.45805841704251,686.0191550925925,219003,12724,1466,True
2793,18348651,4,5,1,98.45805841704251,271,313,0,96.08009007648954,101.53562813952617,75.39695038511964,98.45805841704251,686.0191550925925,219003,12724,1466,True
2794,18348651,5,5,1,77.90247371536613,262,313,1,96.08009007648954,101.53562813952617,75.39695038511964,98.45805841704251,686.0191550925925,219003,12724,1466,True
2795,18348651,6,5,1,90.97978645833334,340,313,1,96.08009007648954,101.53562813952617,75.39695038511964,98.45805841704251,686.0191550925925,219003,12724,1466,True
2796,18348651,7,5,1,57.01599782386073,217,313,1,96.08009007648954,101.53562813952617,75.39695038511964,98.45805841704251,686.0191550925925,219003,12724,1466,True
2797,18348651,8,5,1,52.30122704475309,180,313,1,96.08009007648954,101.53562813952617,75.39695038511964,98.45805841704251,686.0191550925925,219003,12724,1466,True
2798,18348651,9,5,1,83.44799367159497,124,313,1,96.08009007648954,101.53562813952617,75.39695038511964,98.45805841704251,686.0191550925925,219003,12724,1466,True
2799,18442380,1,7,0,22.70060566883373,94,314,0,22.70060566883373,23.304054105616604,76.29748206018519,85.25210278762805,683.3788078703703,57988,1566,484,False
2800,18442380,2,7,0,23.304054105616604,91,314,0,22.70060566883373,23.304054105616604,76.29748206018519,85.25210278762805,683.3788078703703,57988,1566,484,False
2801,18442380,3,7,0,76.29748206018519,100,314,0,22.70060566883373,23.304054105616604,76.29748206018519,85.25210278762805,683.3788078703703,57988,1566,484,False
2802,18442380,4,7,0,85.25210278762805,94,314,0,22.70060566883373,23.304054105616604,76.29748206018519,85.25210278762805,683.3788078703703,57988,1566,484,False
2803,18442380,5,7,0,92.0116695094217,114,314,1,22.70060566883373,23.304054105616604,76.29748206018519,85.25210278762805,683.3788078703703,57988,1566,484,False
2804,18442380,6,7,0,248.00154524605622,108,314,1,22.70060566883373,23.304054105616604,76.29748206018519,85.25210278762805,683.3788078703703,57988,1566,484,False
2805,18442380,7,7,0,186.57802756244618,86,314,1,22.70060566883373,23.304054105616604,76.29748206018519,85.25210278762805,683.3788078703703,57988,1566,484,False
2806,18442380,8,7,0,206.56269563918758,62,314,1,22.70060566883373,23.304054105616604,76.29748206018519,85.25210278762805,683.3788078703703,57988,1566,484,False
2807,18442380,9,7,0,110.9480949858757,59,314,1,22.70060566883373,23.304054105616604,76.29748206018519,85.25210278762805,683.3788078703703,57988,1566,484,False
2808,18673522,1,11,0,20.269210169220944,58,315,0,20.269210169220944,9.767344314588978,11.604504675316763,32.18465010683761,676.4782638888889,1684,9321,1257,True
2809,18673522,2,11,0,9.767344314588978,82,315,0,20.269210169220944,9.767344314588978,11.604504675316763,32.18465010683761,676.4782638888889,1684,9321,1257,True
2810,18673522,3,11,0,11.604504675316763,152,315,0,20.269210169220944,9.767344314588978,11.604504675316763,32.18465010683761,676.4782638888889,1684,9321,1257,True
2811,18673522,4,11,0,32.18465010683761,91,315,0,20.269210169220944,9.767344314588978,11.604504675316763,32.18465010683761,676.4782638888889,1684,9321,1257,True
2812,18673522,5,11,0,13.848618491680087,138,315,1,20.269210169220944,9.767344314588978,11.604504675316763,32.18465010683761,676.4782638888889,1684,9321,1257,True
2813,18673522,6,11,0,41.79165176670924,87,315,1,20.269210169220944,9.767344314588978,11.604504675316763,32.18465010683761,676.4782638888889,1684,9321,1257,True
2814,18673522,7,11,0,45.00303296744325,62,315,1,20.269210169220944,9.767344314588978,11.604504675316763,32.18465010683761,676.4782638888889,1684,9321,1257,True
2815,18673522,8,11,0,119.79956706706707,37,315,1,20.269210169220944,9.767344314588978,11.604504675316763,32.18465010683761,676.4782638888889,1684,9321,1257,True
2816,18673522,9,11,0,142.71411775686977,31,315,1,20.269210169220944,9.767344314588978,11.604504675316763,32.18465010683761,676.4782638888889,1684,9321,1257,True
2817,18845024,1,9,0,91.51004554473305,77,316,0,91.51004554473305,57.488429454607044,71.30990365365365,40.723965856481485,671.35375,177302,7215,1133,True
2818,18845024,2,9,0,57.488429454607044,82,316,0,91.51004554473305,57.488429454607044,71.30990365365365,40.723965856481485,671.35375,177302,7215,1133,True
2819,18845024,3,9,0,71.30990365365365,74,316,0,91.51004554473305,57.488429454607044,71.30990365365365,40.723965856481485,671.35375,177302,7215,1133,True
2820,18845024,4,9,0,40.723965856481485,80,316,0,91.51004554473305,57.488429454607044,71.30990365365365,40.723965856481485,671.35375,177302,7215,1133,True
2821,18845024,5,9,0,70.77994052211935,144,316,1,91.51004554473305,57.488429454607044,71.30990365365365,40.723965856481485,671.35375,177302,7215,1133,True
2822,18845024,6,9,0,77.04728021978022,91,316,1,91.51004554473305,57.488429454607044,71.30990365365365,40.723965856481485,671.35375,177302,7215,1133,True
2823,18845024,7,9,0,147.7779143747708,101,316,1,91.51004554473305,57.488429454607044,71.30990365365365,40.723965856481485,671.35375,177302,7215,1133,True
2824,18845024,8,9,0,131.394233281893,90,316,1,91.51004554473305,57.488429454607044,71.30990365365365,40.723965856481485,671.35375,177302,7215,1133,True
2825,18845024,9,9,0,106.54710005144034,99,316,1,91.51004554473305,57.488429454607044,71.30990365365365,40.723965856481485,671.35375,177302,7215,1133,True
2826,19036577,1,0,0,29.93502327746741,179,317,0,29.93502327746741,37.225092838849484,99.77320383473096,152.014853682974,665.3221990740741,10434,98,40,True
2827,19036577,2,0,0,37.225092838849484,141,317,0,29.93502327746741,37.225092838849484,99.77320383473096,152.014853682974,665.3221990740741,10434,98,40,True
2828,19036577,3,0,0,99.77320383473096,159,317,0,29.93502327746741,37.225092838849484,99.77320383473096,152.014853682974,665.3221990740741,10434,98,40,True
2829,19036577,4,0,0,152.014853682974,67,317,0,29.93502327746741,37.225092838849484,99.77320383473096,152.014853682974,665.3221990740741,10434,98,40,True
2830,19036577,5,0,0,137.89001898871527,64,317,1,29.93502327746741,37.225092838849484,99.77320383473096,152.014853682974,665.3221990740741,10434,98,40,True
2831,19036577,6,0,0,170.58306712962963,33,317,1,29.93502327746741,37.225092838849484,99.77320383473096,152.014853682974,665.3221990740741,10434,98,40,True
2832,19036577,7,0,0,147.33024896572104,47,317,1,29.93502327746741,37.225092838849484,99.77320383473096,152.014853682974,665.3221990740741,10434,98,40,True
2833,19036577,8,0,0,130.76584576474622,27,317,1,29.93502327746741,37.225092838849484,99.77320383473096,152.014853682974,665.3221990740741,10434,98,40,True
2834,19036577,9,0,0,152.25827898550725,46,317,1,29.93502327746741,37.225092838849484,99.77320383473096,152.014853682974,665.3221990740741,10434,98,40,True
2835,19040482,1,5,1,90.95795601851852,180,318,0,90.95795601851852,61.57670727513227,74.74993997631353,85.04735300925925,665.2413425925926,303112,761,447,False
2836,19040482,2,5,1,61.57670727513227,175,318,0,90.95795601851852,61.57670727513227,74.74993997631353,85.04735300925925,665.2413425925926,303112,761,447,False
2837,19040482,3,5,1,74.74993997631353,129,318,0,90.95795601851852,61.57670727513227,74.74993997631353,85.04735300925925,665.2413425925926,303112,761,447,False
2838,19040482,4,5,1,85.04735300925925,80,318,0,90.95795601851852,61.57670727513227,74.74993997631353,85.04735300925925,665.2413425925926,303112,761,447,False
2839,19040482,5,5,1,139.81796228874506,103,318,1,90.95795601851852,61.57670727513227,74.74993997631353,85.04735300925925,665.2413425925926,303112,761,447,False
2840,19040482,6,5,1,78.86368606701939,105,318,1,90.95795601851852,61.57670727513227,74.74993997631353,85.04735300925925,665.2413425925926,303112,761,447,False
2841,19040482,7,5,1,86.46074541350356,161,318,1,90.95795601851852,61.57670727513227,74.74993997631353,85.04735300925925,665.2413425925926,303112,761,447,False
2842,19040482,8,5,1,62.05864478708935,177,318,1,90.95795601851852,61.57670727513227,74.74993997631353,85.04735300925925,665.2413425925926,303112,761,447,False
2843,19040482,9,5,1,63.69898168103448,116,318,1,90.95795601851852,61.57670727513227,74.74993997631353,85.04735300925925,665.2413425925926,303112,761,447,False
2844,19249835,1,12,0,83.45501752336448,107,319,0,83.45501752336448,39.25011990334633,37.383650288259965,108.67599508529466,659.2182291666667,1729601,13855,2575,False
2845,19249835,2,12,0,39.25011990334633,114,319,0,83.45501752336448,39.25011990334633,37.383650288259965,108.67599508529466,659.2182291666667,1729601,13855,2575,False
2846,19249835,3,12,0,37.383650288259965,265,319,0,83.45501752336448,39.25011990334633,37.383650288259965,108.67599508529466,659.2182291666667,1729601,13855,2575,False
2847,19249835,4,12,0,108.67599508529466,203,319,0,83.45501752336448,39.25011990334633,37.383650288259965,108.67599508529466,659.2182291666667,1729601,13855,2575,False
2848,19249835,5,12,0,109.47988876028806,180,319,1,83.45501752336448,39.25011990334633,37.383650288259965,108.67599508529466,659.2182291666667,1729601,13855,2575,False
2849,19249835,6,12,0,95.5264235113346,116,319,1,83.45501752336448,39.25011990334633,37.383650288259965,108.67599508529466,659.2182291666667,1729601,13855,2575,False
2850,19249835,7,12,0,41.94285465807987,179,319,1,83.45501752336448,39.25011990334633,37.383650288259965,108.67599508529466,659.2182291666667,1729601,13855,2575,False
2851,19249835,8,12,0,72.52673708920189,71,319,1,83.45501752336448,39.25011990334633,37.383650288259965,108.67599508529466,659.2182291666667,1729601,13855,2575,False
